symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
CVY,218633,Invesco Zacks Multi-Asset Income ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"The Guggenheim Multi-Asset Income ETF (the Fund), formerly Claymore/Zacks Multi-Asset Income Index ETF, seeks investment results that correspond generally to the performance of an equity index called the Zacks Multi-Asset Income Index (the Index). The Index consists of approximately 125 to 150 securities selected, based on investment and other criteria, from a universe of domestic and international companies. The universe of securities within the Index includes United States-listed common stocks, American depositary receipts (ADRs) paying dividends, real estate investment trusts, master limited partnerships, closed-end funds and traditional preferred stocks. The companies in the universe are selected using a methodology developed by the index provider, Zacks Investment Research, Inc. The Fund, using a passive or indexing investment approach, seeks to replicate the performance of the Index. The Fund's investment advisor is Claymore Advisors, LLC. ",21/9/06
CWB,450996,SPDR Bloomberg Convertible Securities ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays Convertible Securities ETF, formerly SPDR Barclays Capital Convertible Securities ETF, seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of an index that tracks United States convertible securities. In seeking to track the performance of the Barclays Capital U.S. Convertible Bond >$500MM Index (the Index), the Fund employs a sampling strategy, which means that the Fund is not required to purchase all of the securities represented in the Index. The Fund may purchase a subset of the securities in the Index in an effort to hold a portfolio of securities. The Fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the Index. In addition, the Fund may invest in securities that are not included in the Index, futures, options, swap contracts and other derivatives. The Fund's investment advisor is SSgA Funds Management, Inc.",16/4/09
CWI,240379,SPDR MSCI ACWI ex-US ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR MSCI ACWI ex-US ETF (the Fund) seeks to closely match the returns and characteristics of the total return performance of the MSCI ACWI ex USA Index (the Index). The Index is a float-adjusted market capitalization index that is designed to measure the combined equity market performance of developed and emerging market countries excluding the United States. The Fund's investment advisor is SSgA Funds Management, Inc.",17/1/07
CZA,271126,Invesco Zacks Mid-Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Guggenheim Mid-Cap Core ETF (the Fund), formerly Claymore/Zacks Mid-Cap Core ETF, seeks investment results that correspond generally to the performance of an index called the Zacks Mid-Cap Core Index (the Index). The Fund will invest at least 90% of its total assets in securities that comprise the Index and depositary receipts representing securities that comprise the Index (or underlying securities representing ADRs that comprise the Index). The Index is comprised of 100 securities selected, based on investment and other criteria, from a universe of mid-capitalization common stocks, including master limited partnerships (MLPs), and American depositary receipts (ADRs). The depositary receipts included in the Index may be sponsored or unsponsored. The Fund's investment advisor is Guggenheim Funds Investment Advisors, LLC. ",3/4/07
DBA,238869,Invesco DB Agriculture ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Agriculture Fund (the Fund) is a separate series of PowerShares DB Multi-Sector Commodity Trust (the Trust). The Fund's subsidiary is DB Agriculture Master Fund (the Master Fund), a separate series of DB Multi-Sector Commodity Master Trust (the Master Trust). The Fund offers common units of beneficial interest (the Shares) only to certain eligible financial institutions (the Authorized Participants) in one or more blocks of 200,000 Shares, called a Basket. The proceeds from the offering of Shares are invested in the Master Fund. The proceeds from the offering of Shares are invested in the Master Fund. DB Commodity Services LLC serves as the managing owner, commodity pool operator and commodity trading advisor of the Fund and the Master Fund. The Bank of New York Mellon serves as the administrator of the Fund and the Master Fund.",5/1/07
DBB,238870,Invesco DB Base Metals ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Base Metals Fund (the Fund) is a separate series of PowerShares DB Multi-Sector Commodity Trust (the Trust), a Delaware statutory trust organized in seven separate series. The Fund seeks to track changes, whether positive or negative, in the level of the DBIQ Optimum Yield Industrial Metals Index Excess Return (the Index) over time, plus the excess, if any, of the Fund's interest income from its holdings of United States Treasury Obligations and other high credit quality short-term fixed income securities over the expenses of the Fund. The Fund is managed by DB Commodity Services LLC (the Managing Owner). ",5/1/07
DBC,192147,Invesco DB Commodity Index Tracking ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Commodity Index Tracking Fund (the Fund) is organized as a Delaware statutory trust. The Fund is based on the DBIQ Optimum Yield Diversified Commodity Index Excess Return (the Index). The Fund invests with a view to tracking the changes, whether positive or negative, in the level of the Index over time, plus the excess, if any, of the Fund's interest income from its holdings of the United States Treasury Obligations and other high credit quality short-term fixed income securities over the expenses of the Fund. The Fund invests in sectors, such as light sweet crude oil (WTI), heating oil, natural gas, Brent crude, gold, silver, aluminum, zinc, copper grade A, corn, wheat, soybeans and sugar. The Fund is managed by DB Commodity Services LLC.",3/2/06
DBE,238871,Invesco DB Energy ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Energy Fund (the Fund) is based on the Deutsche Bank Liquid Commodity Index - Optimum Yield Energy Excess Return (the Index). The Index is a rules-based index composed of futures contracts on some of the most heavily traded energy commodities in the world-light sweet crude oil (WTI), heating oil, brent crude oil, reformulated blendstock for oxygenate blending (RBOB) gasoline and natural gas. The Index is intended to reflect the performance of the energy sector. The Fund is a separate series of PowerShares DB Multi-Sector Commodity Trust (the Trust). The Fund is managed by DB Commodity Services LLC (the Managing Owner).",5/1/07
DBEF,555294,Xtrackers MSCI EAFE Hedged Equity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,9/6/11
DBO,238872,Invesco DB Oil ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Oil Fund (the Fund) is a separate series of PowerShares DB Multi-Sector Commodity Trust (the Trust). The Fund is a based on the DBIQ Optimum Yield Crude Oil Index Excess Return (the Index). The Fund seeks to track the changes, whether positive or negative, in the level of the DBIQ Optimum Yield Crude Oil Index Excess Return (the Index) over time, plus the excess, if any, of the Fund's interest income from its holdings of United States Treasury Obligations and other high credit quality short-term fixed income securities over the expenses of the Fund. The Fund is managed by DB Commodity Services LLC (the Managing Owner). The Index is a rules-based index composed of futures contracts on Light Sweet Crude Oil (WTI) and is intended to reflect the performance of crude oil.",5/1/07
DBP,238873,Invesco DB Precious Metals ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares DB Precious Metals Fund (the Fund), a separate series of PowerShares DB Multi-Sector Commodity Trust (the Trust), a Delaware statutory trust organized in seven separate series. The Fund seeks to track the changes, whether positive or negative, in the level of the DBIQ Optimum Yield Precious Metals Index Excess Return (the Index) over time, plus the excess, if any, of the Fund's interest income from its holdings of United States Treasury Obligations and other high credit quality short-term fixed income securities over the expenses of the Fund. The Fund is managed by DB Commodity Services LLC (the Managing Owner). ",5/1/07
